"Source","Treatment","Block","NumAssign_InBlock","Row","PosInRow","Tag","ID","DateMortalityObservedPreTransplant","Length_cm_20220527","OrigPltSurvival_20220527","Replaced_YorN_20220531","Replacement","Length_cm_20220622","Survival_20220622","Notes.x","Phenology_20220715","Survival_20220715","Notes_20220715","Phenology_20220721","Survival_20220721","Notes_20220721","Phenology_20220726","Length_cm_20220726","Survival_20220726","Notes_20220726","Phenology_20220804","Survival_20220804","Notes_20220804","Phenology_20220817","Survival_20220817","Notes_20220817","Phenology_20220830","Survival_20220830","Phenology_20220909","Survival_20220909","Notes_20220909","Phenology_20220922","Survival_20220922","Notes_20220922","Harvest_20221014","Harvest_20221110","AGB_Coll_20221014","AGB_Coll_20221110","BagSize","AGB_MinusBag","InfBM_Wbag","InfBM_Wobag_g","TissueCollected","Notes.1","SentForSequencing_20230803","ExcludeBcNotReplaced","SOURCE_CODE","HexCode_Indv","Long","Lat","SdZone","Notes.y","Tmin_Class","AHM_class","seed_zone","New_label","PopAbbrev","SdZnCol","SdZnAbbrev","PopCol","PopOrder"
"ARFR-AZ930-422-NAVAJO-18","white",4,158,15,48,NA,815,NA,7,1,NA,NA,17.2,1,NA,2,1,NA,2,1,NA,2,47.8,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-AZ930-422-NAVAJO-18","#D53E4F",-110.431,36.56805,"15 - 20 Deg. F. / 6 - 12","Lats corrected 20230127","15 - 20 Deg. F.","12-Jun","15 - 20 Deg. F. / 6 - 12","15 - 20 / semi-arid","AZ.2","#ee5c42","semi-arid, warm","#D53E4F","B"
"ARFR-CO932-314-JEFFERSON-12","white",4,159,15,49,NA,816,NA,4.8,1,NA,NA,9.4,1,NA,2,1,NA,2,1,NA,2,37.3,1,NA,3,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-314-JEFFERSON-12","#FEE08B",-105.3553333,39.40902778,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","CO.2","#66e566","semi-humid, cool","#FEE08B","E"
"ARFR-WY040-71-10","white",4,160,15,50,235,817,NA,4.4,1,NA,NA,5.6,1,NA,2,1,NA,2,1,NA,2,14.8,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-WY040-71-10","#66C2A5",-109.2433156,41.13271889,"5 - 10 Deg. F. / 3 - 6","","5 - 10 Deg. F.","6-Mar","5 - 10 Deg. F. / 3 - 6","5 - 10 / semi-humid","WY.1","#a5c2f1","semi-humid, cold","#66C2A5","I"
"ARFR-CO932-294-11","white",4,161,15,51,NA,818,NA,3.3,1,NA,NA,7.4,1,NA,2,1,NA,2,1,NA,2,28.5,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-294-11","#ABDDA4",-105.2030833,39.78458333,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.4","#698b69","semi-humid, warm","#ABDDA4","H"
"ARFR-WY930-44-LASANIMAS-13","white",4,162,15,52,NA,819,NA,10.2,1,NA,NA,13.8,1,NA,2,1,NA,2,1,NA,2,37.2,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY930-44-LASANIMAS-13","#FDAE61",-104.6423889,37.16547222,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.1","#698b69","semi-humid, warm","#FDAE61","D"
"ARFR-CO932-314-JEFFERSON-12","white",4,163,15,53,NA,820,NA,3.7,1,NA,NA,7,1,NA,2,1,NA,2,1,NA,2,20.2,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,"ARFR4-SOS-CO932-314-JEFFERSON-12","#FEE08B",-105.3553333,39.40902778,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","CO.2","#66e566","semi-humid, cool","#FEE08B","E"
"ARFR-AZ930-422-NAVAJO-18","white",4,164,15,54,NA,821,NA,4.2,1,NA,NA,9.3,1,NA,2,1,NA,2,1,NA,2,37.8,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-AZ930-422-NAVAJO-18","#D53E4F",-110.431,36.56805,"15 - 20 Deg. F. / 6 - 12","Lats corrected 20230127","15 - 20 Deg. F.","12-Jun","15 - 20 Deg. F. / 6 - 12","15 - 20 / semi-arid","AZ.2","#ee5c42","semi-arid, warm","#D53E4F","B"
"ARFR-AZ930-423-NAVAJO-18","white",4,165,15,55,236,822,NA,5.2,1,NA,NA,10.2,1,NA,2,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-AZ930-423-NAVAJO-18","#9E0142",-110.431,36.45877,"15 - 20 Deg. F. / 6 - 12","SdZones downloaded 20230823","15 - 20 Deg. F.","12-Jun","15 - 20 Deg. F. / 6 - 12","15 - 20 / semi-arid","AZ.1","#ee5c42","semi-arid, warm","#9E0142","A"
"ARFR-CO932-316-JEFFERSON-12","white",4,166,16,1,225,823,NA,3.9,1,NA,NA,9.8,1,NA,2,1,"drying out/dying",2,1,NA,2,14.3,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-316-JEFFERSON-12","#FFFF85",-105.358,39.66325,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.3","#698b69","semi-humid, warm","#FFFF85","F"
"ARFR-WY930-44-LASANIMAS-13","white",4,167,16,2,NA,824,NA,6.9,1,NA,NA,13.4,1,NA,2,1,NA,2,1,NA,2,17,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY930-44-LASANIMAS-13","#FDAE61",-104.6423889,37.16547222,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.1","#698b69","semi-humid, warm","#FDAE61","D"
"ARFR-WY050-49-FREMONT-12","white",4,168,16,3,NA,825,NA,4,1,NA,NA,5.2,1,NA,2,1,NA,2,1,NA,2,3.2,1,NA,2,1,NA,2,1,NA,3,1,2,1,NA,2,1,"No pheno data entered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"ARFR4-SOS-WY050-49-FREMONT-12","#5E4FA2",-109.34775,43.42663611,"5 - 10 Deg. F. / 6 - 12","","5 - 10 Deg. F.","12-Jun","5 - 10 Deg. F. / 6 - 12","5 - 10 / semi-arid","WY.3","#ffb90f","semi-arid, cold","#5E4FA2","K"
"ARFR-CO932-316-JEFFERSON-12","white",4,169,16,4,NA,826,NA,3.1,1,NA,NA,7.7,1,NA,2,1,NA,2,1,NA,2,28.5,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-316-JEFFERSON-12","#FFFF85",-105.358,39.66325,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.3","#698b69","semi-humid, warm","#FFFF85","F"
"ARFR-WY930-44-LASANIMAS-13","white",4,170,16,5,226,827,NA,4.5,1,NA,NA,10.4,1,NA,2,1,NA,2,1,NA,2,31.4,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY930-44-LASANIMAS-13","#FDAE61",-104.6423889,37.16547222,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.1","#698b69","semi-humid, warm","#FDAE61","D"
"ARFR-WY040-71-10","white",4,171,16,6,NA,828,NA,4.5,1,NA,NA,7.6,1,NA,2,1,NA,2,1,NA,2,11.1,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY040-71-10","#66C2A5",-109.2433156,41.13271889,"5 - 10 Deg. F. / 3 - 6","","5 - 10 Deg. F.","6-Mar","5 - 10 Deg. F. / 3 - 6","5 - 10 / semi-humid","WY.1","#a5c2f1","semi-humid, cold","#66C2A5","I"
"ARFR-CO932-294-11","white",4,172,16,7,NA,829,NA,6.1,1,"N",NA,NA,0,"dying? 5/27",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-CO932-294-11","#ABDDA4",-105.2030833,39.78458333,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.4","#698b69","semi-humid, warm","#ABDDA4","H"
"ARFR-CO932-316-JEFFERSON-12","white",4,173,16,8,NA,830,NA,6.5,1,NA,NA,10.6,1,NA,2,1,NA,2,1,NA,2,34.2,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-316-JEFFERSON-12","#FFFF85",-105.358,39.66325,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.3","#698b69","semi-humid, warm","#FFFF85","F"
"ARFR-CO932-316-JEFFERSON-12","white",4,174,16,9,NA,831,NA,3,1,NA,NA,9.1,1,NA,2,1,NA,2,1,NA,2,25.6,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-316-JEFFERSON-12","#FFFF85",-105.358,39.66325,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.3","#698b69","semi-humid, warm","#FFFF85","F"
"ARFR-CO932-294-11","white",4,175,16,10,227,832,NA,NA,0,"Y","CO 294",4.6,1,NA,2,1,NA,2,1,NA,2,12.7,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-CO932-294-11","#ABDDA4",-105.2030833,39.78458333,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.4","#698b69","semi-humid, warm","#ABDDA4","H"
"ARFR-WY930-44-LASANIMAS-13","white",4,176,16,11,NA,833,NA,5.8,1,NA,NA,10.9,1,NA,2,1,NA,2,1,NA,2,32.8,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY930-44-LASANIMAS-13","#FDAE61",-104.6423889,37.16547222,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.1","#698b69","semi-humid, warm","#FDAE61","D"
"ARFR-WY930-44-LASANIMAS-13","white",4,177,16,12,NA,834,NA,9,1,NA,NA,13.1,1,NA,2,1,NA,2,1,NA,2,20.4,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY930-44-LASANIMAS-13","#FDAE61",-104.6423889,37.16547222,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.1","#698b69","semi-humid, warm","#FDAE61","D"
"ARFR-AZ930-422-NAVAJO-18","white",4,178,16,13,NA,835,NA,4.4,1,NA,NA,16.9,1,NA,2,1,NA,2,1,NA,2,55.8,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-AZ930-422-NAVAJO-18","#D53E4F",-110.431,36.56805,"15 - 20 Deg. F. / 6 - 12","Lats corrected 20230127","15 - 20 Deg. F.","12-Jun","15 - 20 Deg. F. / 6 - 12","15 - 20 / semi-arid","AZ.2","#ee5c42","semi-arid, warm","#D53E4F","B"
"ARFR-UT080-109-UINTAH-12","white",4,179,16,14,NA,836,NA,6.5,1,NA,NA,14,1,NA,2,1,NA,2,1,NA,2,45.6,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-UT080-109-UINTAH-12","#aabe7f",-109.1426444,39.70802222,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","UT.1","#66e566","semi-humid, cool","#aabe7f","G"
"ARFR-WY930-44-LASANIMAS-13","white",4,180,16,15,228,837,NA,6,1,NA,NA,10.6,1,NA,2,1,NA,2,1,NA,2,15,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY930-44-LASANIMAS-13","#FDAE61",-104.6423889,37.16547222,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.1","#698b69","semi-humid, warm","#FDAE61","D"
"ARFR-CO932-314-JEFFERSON-12","white",4,181,16,16,NA,838,NA,5,1,NA,NA,11.3,1,NA,2,1,NA,2,1,NA,2,37.5,1,NA,3,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,"ARFR4-SOS-CO932-314-JEFFERSON-12","#FEE08B",-105.3553333,39.40902778,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","CO.2","#66e566","semi-humid, cool","#FEE08B","E"
"ARFR-AZ930-423-NAVAJO-18","white",4,182,16,17,NA,839,NA,5.6,1,NA,NA,12.5,1,NA,2,1,NA,2,1,NA,2,39.6,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-AZ930-423-NAVAJO-18","#9E0142",-110.431,36.45877,"15 - 20 Deg. F. / 6 - 12","SdZones downloaded 20230823","15 - 20 Deg. F.","12-Jun","15 - 20 Deg. F. / 6 - 12","15 - 20 / semi-arid","AZ.1","#ee5c42","semi-arid, warm","#9E0142","A"
"ARFR-UT080-109-UINTAH-12","white",4,183,16,18,NA,840,NA,9.6,1,NA,NA,17.8,1,NA,2,1,NA,2,1,NA,2,53,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-UT080-109-UINTAH-12","#aabe7f",-109.1426444,39.70802222,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","UT.1","#66e566","semi-humid, cool","#aabe7f","G"
"ARFR-CO932-314-JEFFERSON-12","white",4,184,16,19,NA,841,NA,4.5,1,NA,NA,12.2,1,NA,2,1,NA,2,1,NA,2,40.9,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-314-JEFFERSON-12","#FEE08B",-105.3553333,39.40902778,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","CO.2","#66e566","semi-humid, cool","#FEE08B","E"
"ARFR-WY050-49-FREMONT-12","white",4,185,16,20,229,842,NA,4.4,1,NA,NA,5.9,1,NA,2,1,NA,2,1,NA,2,8.1,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-WY050-49-FREMONT-12","#5E4FA2",-109.34775,43.42663611,"5 - 10 Deg. F. / 6 - 12","","5 - 10 Deg. F.","12-Jun","5 - 10 Deg. F. / 6 - 12","5 - 10 / semi-arid","WY.3","#ffb90f","semi-arid, cold","#5E4FA2","K"
"ARFR-CO932-294-11","white",4,186,16,21,NA,843,NA,7.2,1,NA,NA,7.9,1,NA,2,1,NA,2,1,NA,2,28.2,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-CO932-294-11","#ABDDA4",-105.2030833,39.78458333,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.4","#698b69","semi-humid, warm","#ABDDA4","H"
"ARFR-WY040-71-10","white",4,187,16,22,NA,844,NA,3,1,NA,NA,6.1,1,NA,2,1,NA,2,1,NA,2,17.5,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY040-71-10","#66C2A5",-109.2433156,41.13271889,"5 - 10 Deg. F. / 3 - 6","","5 - 10 Deg. F.","6-Mar","5 - 10 Deg. F. / 3 - 6","5 - 10 / semi-humid","WY.1","#a5c2f1","semi-humid, cold","#66C2A5","I"
"ARFR-UT080-109-UINTAH-12","white",4,188,16,23,NA,845,NA,6.8,1,NA,NA,16.7,1,NA,2,1,NA,2,1,NA,2,53.2,1,NA,3,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-UT080-109-UINTAH-12","#aabe7f",-109.1426444,39.70802222,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","UT.1","#66e566","semi-humid, cool","#aabe7f","G"
"ARFR-NM930N-66-11","white",4,189,16,24,NA,846,NA,7.8,1,NA,NA,18.8,1,NA,2,1,NA,2,1,NA,2,64.4,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-NM930N-66-11","#F46D43",-107.2045028,36.76818611,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","NM.1","#66e566","semi-humid, cool","#F46D43","C"
"ARFR-AZ930-422-NAVAJO-18","white",4,190,16,25,230,847,NA,3.5,1,NA,NA,7,1,NA,2,1,NA,2,1,NA,2,27.5,1,NA,2,1,NA,2,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-AZ930-422-NAVAJO-18","#D53E4F",-110.431,36.56805,"15 - 20 Deg. F. / 6 - 12","Lats corrected 20230127","15 - 20 Deg. F.","12-Jun","15 - 20 Deg. F. / 6 - 12","15 - 20 / semi-arid","AZ.2","#ee5c42","semi-arid, warm","#D53E4F","B"
"ARFR-CO932-316-JEFFERSON-12","white",4,191,16,26,NA,848,NA,6.6,1,NA,NA,11.4,1,NA,2,1,NA,2,1,NA,2,28,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-316-JEFFERSON-12","#FFFF85",-105.358,39.66325,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.3","#698b69","semi-humid, warm","#FFFF85","F"
"ARFR-UT080-109-UINTAH-12","white",4,192,16,27,NA,849,NA,6.5,1,NA,NA,14.8,1,NA,2,1,NA,2,1,NA,2,37.6,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-UT080-109-UINTAH-12","#aabe7f",-109.1426444,39.70802222,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","UT.1","#66e566","semi-humid, cool","#aabe7f","G"
"ARFR-CO932-294-11","white",4,193,16,28,NA,850,NA,4.8,1,NA,NA,10.3,1,NA,2,1,NA,2,1,NA,2,34.3,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-294-11","#ABDDA4",-105.2030833,39.78458333,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.4","#698b69","semi-humid, warm","#ABDDA4","H"
"ARFR-CO932-314-JEFFERSON-12","white",4,194,16,29,NA,851,NA,NA,0,"Y",NA,5.1,1,"Was this replaced? Yes",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"ARFR4-SOS-CO932-314-JEFFERSON-12","#FEE08B",-105.3553333,39.40902778,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","CO.2","#66e566","semi-humid, cool","#FEE08B","E"
"ARFR-CO932-316-JEFFERSON-12","white",4,195,16,30,231,852,NA,3.5,1,NA,NA,10.5,1,NA,2,1,NA,2,1,NA,2,35.8,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-316-JEFFERSON-12","#FFFF85",-105.358,39.66325,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.3","#698b69","semi-humid, warm","#FFFF85","F"
"ARFR-CO932-316-JEFFERSON-12","white",4,196,16,31,NA,853,NA,5.6,1,NA,NA,11.5,1,NA,2,1,NA,2,1,NA,2,38.3,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-316-JEFFERSON-12","#FFFF85",-105.358,39.66325,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.3","#698b69","semi-humid, warm","#FFFF85","F"
"ARFR-WY040-71-10","white",4,197,16,32,NA,854,NA,2.5,1,NA,NA,4.3,1,NA,2,1,NA,2,1,NA,2,8.4,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-WY040-71-10","#66C2A5",-109.2433156,41.13271889,"5 - 10 Deg. F. / 3 - 6","","5 - 10 Deg. F.","6-Mar","5 - 10 Deg. F. / 3 - 6","5 - 10 / semi-humid","WY.1","#a5c2f1","semi-humid, cold","#66C2A5","I"
"ARFR-WY040-71-10","white",4,198,16,33,NA,855,NA,4.7,1,NA,NA,8.6,1,NA,2,1,NA,2,1,NA,2,30.6,1,NA,3,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY040-71-10","#66C2A5",-109.2433156,41.13271889,"5 - 10 Deg. F. / 3 - 6","","5 - 10 Deg. F.","6-Mar","5 - 10 Deg. F. / 3 - 6","5 - 10 / semi-humid","WY.1","#a5c2f1","semi-humid, cold","#66C2A5","I"
"ARFR-WY040-71-10","white",4,199,16,34,NA,856,NA,4.5,1,NA,NA,7.8,1,NA,2,1,NA,2,1,NA,2,12.5,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY040-71-10","#66C2A5",-109.2433156,41.13271889,"5 - 10 Deg. F. / 3 - 6","","5 - 10 Deg. F.","6-Mar","5 - 10 Deg. F. / 3 - 6","5 - 10 / semi-humid","WY.1","#a5c2f1","semi-humid, cold","#66C2A5","I"
"ARFR-WY050-49-FREMONT-12","white",4,200,16,35,232,857,NA,3.6,1,NA,NA,5.1,1,NA,2,1,NA,2,1,NA,2,8.6,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-WY050-49-FREMONT-12","#5E4FA2",-109.34775,43.42663611,"5 - 10 Deg. F. / 6 - 12","","5 - 10 Deg. F.","12-Jun","5 - 10 Deg. F. / 6 - 12","5 - 10 / semi-arid","WY.3","#ffb90f","semi-arid, cold","#5E4FA2","K"
"ARFR-CO932-316-JEFFERSON-12","white",4,201,16,36,NA,858,NA,4.7,1,NA,NA,7.9,1,NA,2,1,NA,2,1,NA,2,22.3,1,NA,2,1,NA,2,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-316-JEFFERSON-12","#FFFF85",-105.358,39.66325,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.3","#698b69","semi-humid, warm","#FFFF85","F"
