Source,Treatment,Block,Row,PosInRow,Tag,ID,Surv_2022,Surv_2023,Harvested_AGB,SentForSeq_2023,DryLeafMass_g,LeafSurfaceArea_cm2,SLA_mm2permg,Notes.x,AGB2022_MinusBag,InfBM2022_Wobag_g,InfBM2022smpls_HEADS_2024weigh,InfBM2022smpls_CHAFF_2024weigh,Notes.1,ExcludeBcHarvest,ObjectID,GlobalID,Phenology,Survival,Length.In.Cm,Notes.y,eventDate,ParentGlobalID,CreationDate,Creator,EditDate,Editor,plantID_db,phenology,Plant.Position.In.Row,SOURCE_CODE,HexCode_Indv,Long,Lat,SdZone,Notes,Tmin_Class,AHM_class,seed_zone,New_label,PopAbbrev,SdZnCol,SdZnAbbrev,PopCol,PopOrder,ARFR22$ExcludeBcNotReplaced,ARFR23$ExcludeSurvDueToInconsistData
ARFR-WY050-151-FREMONT-16,black,5,20,45,258,1086,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,1b02d816-934f-4391-9613-318d7f9ada46,NA,1,NA,NA,8/8/2024 18:00,5072bfab-82a3-4bb4-8662-beaad7e62b4d,8/8/2024 21:45,agoebl,8/8/2024 21:45,agoebl,4451,NA,45,ARFR4-SOS-WY050-151-FREMONT-16,#3288BD,-108.1704472,42.47886111,10 - 15 Deg. F. / 6 - 12,,10 - 15 Deg. F.,12-Jun,10 - 15 Deg. F. / 6 - 12,10 - 15 / semi-arid,WY.2,#cd8500,"semi-arid, cool",#3288BD,J,NA,NA
ARFR-NM930N-66-11,black,5,20,46,NA,1087,1,1,NA,Y,0.0156,1.495,9.583333333,NA,NA,NA,NA,NA,NA,NA,825,e86d37bf-f5d7-4d2b-8547-8ecb0142ea9e,NA,1,NA,NA,8/8/2024 18:00,5072bfab-82a3-4bb4-8662-beaad7e62b4d,8/8/2024 21:45,agoebl,8/8/2024 21:45,agoebl,4452,NA,46,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-NM930N-66-11,black,5,20,47,NA,1088,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,d5b9e29d-9491-4463-af4e-9d034ef4acc9,NA,1,NA,NA,8/8/2024 18:00,5072bfab-82a3-4bb4-8662-beaad7e62b4d,8/8/2024 21:45,agoebl,8/8/2024 21:45,agoebl,4453,NA,47,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-AZ930-422-NAVAJO-18,black,5,20,48,NA,1089,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,14b3e586-6728-4337-8a8d-810a98c88fee,NA,1,NA,Dry,8/8/2024 18:00,5072bfab-82a3-4bb4-8662-beaad7e62b4d,8/8/2024 21:45,agoebl,8/8/2024 21:45,agoebl,4454,NA,48,ARFR4-SOS-AZ930-422-NAVAJO-18,#D53E4F,-110.431,36.56805,15 - 20 Deg. F. / 6 - 12,Lats corrected 20230127,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.2,#ee5c42,"semi-arid, warm",#D53E4F,B,NA,NA
ARFR-WY040-71-10,black,5,20,49,NA,1090,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828,27d9a459-5269-4991-af7e-8fcef31bab91,NA,1,NA,Nearly dead,8/8/2024 18:00,5072bfab-82a3-4bb4-8662-beaad7e62b4d,8/8/2024 21:45,agoebl,8/8/2024 21:45,agoebl,4455,NA,49,ARFR4-SOS-WY040-71-10,#66C2A5,-109.2433156,41.13271889,5 - 10 Deg. F. / 3 - 6,,5 - 10 Deg. F.,6-Mar,5 - 10 Deg. F. / 3 - 6,5 - 10 / semi-humid,WY.1,#a5c2f1,"semi-humid, cold",#66C2A5,I,NA,NA
ARFR-CO932-316-JEFFERSON-12,black,5,20,50,259,1091,1,1,80.942,N,NA,NA,NA,NA,80.942,24.29,4.02,3.75,NA,Y,829,4dff2b9a-cdc2-42be-96b9-9c9675746193,NA,NA,NA,H,8/8/2024 18:00,5072bfab-82a3-4bb4-8662-beaad7e62b4d,8/8/2024 21:45,agoebl,8/8/2024 21:45,agoebl,4456,NA,50,ARFR4-SOS-CO932-316-JEFFERSON-12,#FFFF85,-105.358,39.66325,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.3,#698b69,"semi-humid, warm",#FFFF85,F,NA,NA
ARFR-AZ930-422-NAVAJO-18,black,5,20,51,NA,1092,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,8d81fcc6-9e2a-4ccf-b356-1d5ed2d102fc,NA,1,NA,NA,8/8/2024 18:00,5072bfab-82a3-4bb4-8662-beaad7e62b4d,8/8/2024 21:45,agoebl,8/8/2024 21:45,agoebl,4457,NA,51,ARFR4-SOS-AZ930-422-NAVAJO-18,#D53E4F,-110.431,36.56805,15 - 20 Deg. F. / 6 - 12,Lats corrected 20230127,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.2,#ee5c42,"semi-arid, warm",#D53E4F,B,NA,NA
ARFR-NM930N-66-11,black,5,20,52,NA,1093,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831,c3df45da-a838-465f-8b7d-f2f23e10ccab,NA,1,NA,NA,8/8/2024 18:00,5072bfab-82a3-4bb4-8662-beaad7e62b4d,8/8/2024 21:45,agoebl,8/8/2024 21:45,agoebl,4458,NA,52,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-WY050-151-FREMONT-16,black,5,20,53,NA,1094,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832,4a580dbc-b209-410f-a68e-848098b373f2,NA,1,NA,Small,8/8/2024 18:00,5072bfab-82a3-4bb4-8662-beaad7e62b4d,8/8/2024 21:45,agoebl,8/8/2024 21:45,agoebl,4459,NA,53,ARFR4-SOS-WY050-151-FREMONT-16,#3288BD,-108.1704472,42.47886111,10 - 15 Deg. F. / 6 - 12,,10 - 15 Deg. F.,12-Jun,10 - 15 Deg. F. / 6 - 12,10 - 15 / semi-arid,WY.2,#cd8500,"semi-arid, cool",#3288BD,J,NA,NA
ARFR-CO932-314-JEFFERSON-12,black,5,20,54,NA,1095,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,384c1440-90d7-456e-bfc0-6a90608a4b6c,NA,1,NA,NA,8/8/2024 18:00,5072bfab-82a3-4bb4-8662-beaad7e62b4d,8/8/2024 21:45,agoebl,8/8/2024 21:45,agoebl,4460,NA,54,ARFR4-SOS-CO932-314-JEFFERSON-12,#FEE08B,-105.3553333,39.40902778,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,CO.2,#66e566,"semi-humid, cool",#FEE08B,E,NA,NA
ARFR-WY050-151-FREMONT-16,white,6,21,1,261,1096,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888,43a53a71-3281-46aa-8153-c2212aebdc8e,NA,0,NA,Possible recruit,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4461,NA,1,ARFR4-SOS-WY050-151-FREMONT-16,#3288BD,-108.1704472,42.47886111,10 - 15 Deg. F. / 6 - 12,,10 - 15 Deg. F.,12-Jun,10 - 15 Deg. F. / 6 - 12,10 - 15 / semi-arid,WY.2,#cd8500,"semi-arid, cool",#3288BD,J,NA,NA
ARFR-UT080-109-UINTAH-12,white,6,21,2,NA,1097,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889,e419dfd0-a671-42cd-924b-768e066baeb6,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4462,NA,2,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-WY050-49-FREMONT-12,white,6,21,3,NA,1098,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890,280a8c2d-3d18-4538-ba56-96c9434a891a,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4463,NA,3,ARFR4-SOS-WY050-49-FREMONT-12,#5E4FA2,-109.34775,43.42663611,5 - 10 Deg. F. / 6 - 12,,5 - 10 Deg. F.,12-Jun,5 - 10 Deg. F. / 6 - 12,5 - 10 / semi-arid,WY.3,#ffb90f,"semi-arid, cold",#5E4FA2,K,NA,NA
ARFR-CO932-294-11,white,6,21,4,NA,1099,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891,a8f700be-eba4-4d07-b84b-e86de6b66dfa,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4464,NA,4,ARFR4-SOS-CO932-294-11,#ABDDA4,-105.2030833,39.78458333,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.4,#698b69,"semi-humid, warm",#ABDDA4,H,NA,NA
ARFR-WY040-71-10,white,6,21,5,262,1100,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,892,8451525d-702a-446b-98ba-259209f668a6,NA,1,NA,Dry,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4465,NA,5,ARFR4-SOS-WY040-71-10,#66C2A5,-109.2433156,41.13271889,5 - 10 Deg. F. / 3 - 6,,5 - 10 Deg. F.,6-Mar,5 - 10 Deg. F. / 3 - 6,5 - 10 / semi-humid,WY.1,#a5c2f1,"semi-humid, cold",#66C2A5,I,NA,NA
ARFR-AZ930-422-NAVAJO-18,white,6,21,6,NA,1101,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893,a1847814-bca9-44cb-aad2-e3c8eee310f5,NA,1,NA,Dry,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4466,NA,6,ARFR4-SOS-AZ930-422-NAVAJO-18,#D53E4F,-110.431,36.56805,15 - 20 Deg. F. / 6 - 12,Lats corrected 20230127,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.2,#ee5c42,"semi-arid, warm",#D53E4F,B,NA,NA
ARFR-WY050-151-FREMONT-16,white,6,21,7,NA,1102,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894,ed6287ff-827a-4943-b250-5ed4964b2340,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4467,NA,7,ARFR4-SOS-WY050-151-FREMONT-16,#3288BD,-108.1704472,42.47886111,10 - 15 Deg. F. / 6 - 12,,10 - 15 Deg. F.,12-Jun,10 - 15 Deg. F. / 6 - 12,10 - 15 / semi-arid,WY.2,#cd8500,"semi-arid, cool",#3288BD,J,NA,NA
ARFR-WY040-71-10,white,6,21,8,NA,1103,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895,acbb4c12-879c-460e-bf08-836eabdbeb12,NA,0,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4468,NA,8,ARFR4-SOS-WY040-71-10,#66C2A5,-109.2433156,41.13271889,5 - 10 Deg. F. / 3 - 6,,5 - 10 Deg. F.,6-Mar,5 - 10 Deg. F. / 3 - 6,5 - 10 / semi-humid,WY.1,#a5c2f1,"semi-humid, cold",#66C2A5,I,NA,NA
ARFR-WY050-151-FREMONT-16,white,6,21,9,NA,1104,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,896,3fe0d21a-58f2-453d-aca1-e4c6e0d56c14,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4469,NA,9,ARFR4-SOS-WY050-151-FREMONT-16,#3288BD,-108.1704472,42.47886111,10 - 15 Deg. F. / 6 - 12,,10 - 15 Deg. F.,12-Jun,10 - 15 Deg. F. / 6 - 12,10 - 15 / semi-arid,WY.2,#cd8500,"semi-arid, cool",#3288BD,J,NA,NA
ARFR-WY930-44-LASANIMAS-13,white,6,21,10,263,1105,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,55685c53-8be9-4560-ab88-c5cc85c72843,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4470,NA,10,ARFR4-SOS-WY930-44-LASANIMAS-13,#FDAE61,-104.6423889,37.16547222,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.1,#698b69,"semi-humid, warm",#FDAE61,D,NA,NA
ARFR-NM930N-66-11,white,6,21,11,NA,1106,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898,8affec91-b635-4c07-b4f5-d82ef1794379,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4471,NA,11,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-NM930N-66-11,white,6,21,12,NA,1107,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899,8d89d5ce-cb2f-4193-89e1-a3f3f17425b8,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4472,NA,12,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-NM930N-66-11,white,6,21,13,NA,1108,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,ac0658e4-d2ad-499f-a6ab-1bfc56bd5f1b,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4473,NA,13,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-WY050-151-FREMONT-16,white,6,21,14,NA,1109,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,3ce459c1-e9ed-42f0-be02-bdfbd22b1d9a,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4474,NA,14,ARFR4-SOS-WY050-151-FREMONT-16,#3288BD,-108.1704472,42.47886111,10 - 15 Deg. F. / 6 - 12,,10 - 15 Deg. F.,12-Jun,10 - 15 Deg. F. / 6 - 12,10 - 15 / semi-arid,WY.2,#cd8500,"semi-arid, cool",#3288BD,J,NA,NA
ARFR-CO932-314-JEFFERSON-12,white,6,21,15,264,1110,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,5a8c39b5-9d8c-45d0-89e1-8038187e4eab,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4475,NA,15,ARFR4-SOS-CO932-314-JEFFERSON-12,#FEE08B,-105.3553333,39.40902778,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,CO.2,#66e566,"semi-humid, cool",#FEE08B,E,NA,NA
ARFR-CO932-316-JEFFERSON-12,white,6,21,16,NA,1111,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,9fec2ad2-8be0-47cb-94f7-f5647f7f4d0d,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4476,NA,16,ARFR4-SOS-CO932-316-JEFFERSON-12,#FFFF85,-105.358,39.66325,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.3,#698b69,"semi-humid, warm",#FFFF85,F,NA,NA
ARFR-WY050-151-FREMONT-16,white,6,21,17,NA,1112,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,09b00ad1-026a-4e8e-babd-ab16e789d243,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4477,NA,17,ARFR4-SOS-WY050-151-FREMONT-16,#3288BD,-108.1704472,42.47886111,10 - 15 Deg. F. / 6 - 12,,10 - 15 Deg. F.,12-Jun,10 - 15 Deg. F. / 6 - 12,10 - 15 / semi-arid,WY.2,#cd8500,"semi-arid, cool",#3288BD,J,NA,NA
ARFR-WY040-71-10,white,6,21,18,NA,1113,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,e6acc0ea-a257-46c0-b8b0-2ec05a68953b,NA,1,NA,Dry,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4478,NA,18,ARFR4-SOS-WY040-71-10,#66C2A5,-109.2433156,41.13271889,5 - 10 Deg. F. / 3 - 6,,5 - 10 Deg. F.,6-Mar,5 - 10 Deg. F. / 3 - 6,5 - 10 / semi-humid,WY.1,#a5c2f1,"semi-humid, cold",#66C2A5,I,NA,NA
ARFR-AZ930-423-NAVAJO-18,white,6,21,19,NA,1114,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,47260f00-0a73-449b-bf85-aa9eac17e2d7,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4479,NA,19,ARFR4-SOS-AZ930-423-NAVAJO-18,#9E0142,-110.431,36.45877,15 - 20 Deg. F. / 6 - 12,SdZones downloaded 20230823,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.1,#ee5c42,"semi-arid, warm",#9E0142,A,NA,NA
ARFR-WY930-44-LASANIMAS-13,white,6,21,20,265,1115,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,003548c6-a96a-4979-8d12-28de21f00e9f,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4480,NA,20,ARFR4-SOS-WY930-44-LASANIMAS-13,#FDAE61,-104.6423889,37.16547222,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.1,#698b69,"semi-humid, warm",#FDAE61,D,NA,NA
ARFR-UT080-109-UINTAH-12,white,6,21,21,NA,1116,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908,2c0b1cc6-3bf1-4f1b-ac8d-982810e023aa,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4481,NA,21,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-NM930N-66-11,white,6,21,22,NA,1117,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,332445b1-6387-45fb-827a-f11b7ee1504d,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4482,NA,22,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-UT080-109-UINTAH-12,white,6,21,23,NA,1118,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,d76a6288-322f-48d3-bf3d-cdae65e81987,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4483,NA,23,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-WY040-71-10,white,6,21,24,NA,1119,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,f36a1bd5-d355-4c65-a5b0-4f8bc16fc82d,NA,1,NA,"Very dry, small",8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4484,NA,24,ARFR4-SOS-WY040-71-10,#66C2A5,-109.2433156,41.13271889,5 - 10 Deg. F. / 3 - 6,,5 - 10 Deg. F.,6-Mar,5 - 10 Deg. F. / 3 - 6,5 - 10 / semi-humid,WY.1,#a5c2f1,"semi-humid, cold",#66C2A5,I,NA,NA
ARFR-CO932-314-JEFFERSON-12,white,6,21,25,266,1120,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912,022fdb31-9be9-431b-92b0-bf1aabc14e91,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4485,NA,25,ARFR4-SOS-CO932-314-JEFFERSON-12,#FEE08B,-105.3553333,39.40902778,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,CO.2,#66e566,"semi-humid, cool",#FEE08B,E,NA,NA
ARFR-UT080-109-UINTAH-12,white,6,21,26,NA,1121,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,913,259a480e-ffb2-45df-a3b6-57cff0747c3f,NA,1,NA,Very dry,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4486,NA,26,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-WY050-49-FREMONT-12,white,6,21,27,NA,1122,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914,381108e5-6e54-472e-9af9-41dceacf7086,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4487,NA,27,ARFR4-SOS-WY050-49-FREMONT-12,#5E4FA2,-109.34775,43.42663611,5 - 10 Deg. F. / 6 - 12,,5 - 10 Deg. F.,12-Jun,5 - 10 Deg. F. / 6 - 12,5 - 10 / semi-arid,WY.3,#ffb90f,"semi-arid, cold",#5E4FA2,K,NA,NA
ARFR-WY050-49-FREMONT-12,white,6,21,28,NA,1123,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,bd29088a-42f9-4bed-a801-e940d08c22da,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4488,NA,28,ARFR4-SOS-WY050-49-FREMONT-12,#5E4FA2,-109.34775,43.42663611,5 - 10 Deg. F. / 6 - 12,,5 - 10 Deg. F.,12-Jun,5 - 10 Deg. F. / 6 - 12,5 - 10 / semi-arid,WY.3,#ffb90f,"semi-arid, cold",#5E4FA2,K,NA,NA
ARFR-NM930N-66-11,white,6,21,29,NA,1124,1,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916,b7c8e4c9-cd22-49ab-a6f0-f95a2e1b4dc8,NA,1,NA,NA,8/13/2024 18:00,40ac51ff-7373-487a-92d9-6be73bd2b6f8,8/13/2024 19:22,agoebl,8/13/2024 19:22,agoebl,4489,NA,29,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
